1,502.5,210.5,20,46.25,0.382324
1,365.5,209.125,19,36.875,0.0171356
1,103.125,209.125,17.75,39.125,0.0046463
1,18.875,0,26.125,51.5,0.00237846
1,355,210.125,21,30.125,0.00168324
1,582.5,0,50,60.375,0.00167274
1,557.5,0,47,56.0625,0.00162125
1,372.75,213.75,15,35,0.00147629
1,496.5,208.5,20,51.25,0.00110054
2,527.5,220.5,24,53,0.408203
2,368.25,220,21.5,37.25,0.0490417
2,73.25,218.375,22.25,37.875,0.0246735
2,523.5,208,38,73,0.00138855
2,360,225.5,25.5,34,0.00107002
3,562,230.375,25,58.875,0.516602
3,360,217.75,22,48.5,0.12384
3,556,222.75,40,77.5,0.00716782
3,29.5938,223,25.4062,40,0.0026474
3,570.5,238.75,26,53,0.00115967
4,365,212.75,25.5,59.5,0.112549
4,489,223,21,46,0.00399017
4,349.75,218.25,34.5,53,0.00187683
4,71.125,207.875,22,38.125,0.00137806
4,0,0,272,186.25,0.0013628
4,341,227,30.5,46,0.00127029
4,107.5,0,49.75,49.1875,0.00112152
5,541.5,220.375,26,51.125,0.0118103
5,174.25,226.375,83,245.625,0.0103912
5,551.5,222.75,22,52,0.00216484
5,536,212.75,24,53.75,0.00194168
5,61.6875,13.9375,76.8125,113.062,0.0011034
5,0,0,294.25,198.625,0.00100613
6,406,0,47.5,54,0.00101471
6,0,0,418.5,223.25,0.00101089
8,369.5,198.25,20.5,43.25,0.0453186
8,604.5,199.375,25,87.375,0.00268555
8,359,202.625,25,34,0.00105572
9,575,224,38,61.5,0.00251198
9,562.5,0,72,78.25,0.00113392
9,0,0,269,212.625,0.00104523
10,0,0,44.6875,123,0.00111485
11,588.5,242.75,29,95,0.00214005
11,73.4375,0,47.9375,42.9375,0.00131321
12,392,205.125,24.5,42.875,0.00133419
12,540.5,0,79,93.25,0.00104046
12,0,0,275.25,187,0.00102043
13,457.25,211.125,25,43.625,0.220215
13,5.17188,206.25,44.2656,47,0.0127792
13,469.75,205.25,23,48,0.012001
13,451.25,204,42.5,59.75,0.0057106
13,464,217.375,23,42.125,0.00225639
