1,504,213.125,19,44.625,0.397217
1,369.75,211,15.5,32.75,0.0497131
1,375,209.875,15.5,37.125,0.00780869
1,362,211.625,15.5,29.125,0.00436783
1,357.25,211.875,13.5,25.75,0.00286674
1,498.5,209.25,34,54.75,0.00244331
1,587.5,0,45,60,0.00144958
1,351.5,210.25,11.5,23.5,0.00108147
1,558.5,0,43,55.25,0.00104237
2,529,224.375,22,48.125,0.401123
2,73.75,215.875,20.75,41.375,0.0619812
2,371,217.25,17.5,39.25,0.0420837
2,359.25,217.25,16.5,33,0.00242043
2,537,207.75,31,67,0.00227165
2,351,214,11,29,0.00172806
2,366.5,211.875,17,41.625,0.00113487
3,563,231.625,24,56.125,0.456055
3,361,216.875,21,49.125,0.0836792
3,560,211,36,80,0.0207367
3,33.75,223.125,17.3125,40.625,0.00185585
3,367.75,229,16.5,38,0.00183105
3,347.25,221.75,19.5,40.5,0.00107956
4,366.75,215,23.5,57,0.0259857
4,73.5625,209.75,15.5,36.75,0.00505829
4,343.25,228.125,27,56.375,0.00269318
4,350.75,225.375,31,47.625,0.00212669
4,613.5,200.75,26.5,81.5,0.00146675
4,491.25,223.5,16.75,43.5,0.00142288
5,545,223.75,26,53.5,0.0115128
5,67.6875,212.875,16.25,39.875,0.00669098
5,556.5,218.25,21,54.5,0.0032444
5,376.25,227.5,13.5,34,0.0027256
5,538.5,222.625,22,54.875,0.00221634
5,176.625,244,87.875,209,0.00192261
5,483.5,214.125,14,33.375,0.00163174
6,421.25,235.375,15,42.125,0.00521851
6,360.25,214.75,12.5,34.75,0.00285339
6,352,214,10.5,27.25,0.00240707
7,569.5,216.875,39,87.125,0.00560379
8,372.25,201.375,16.5,37,0.0787354
8,366.75,198.875,16,36.75,0.00263596
8,608,292,32,173.5,0.00235558
8,362,204.125,16.5,28.75,0.00179672
8,365,193.25,33,49,0.00122643
8,144,0,428,194,0.00113392
9,385,215,13.5,39.5,0.0160828
10,0,0,56.25,129.75,0.00208282
10,372,212.25,12.5,30.75,0.00104618
11,385.25,213.125,14.5,32.625,0.0166931
11,407,214.75,14,40,0.0104218
11,393.75,215,21.5,38.25,0.00588608
11,371,214.5,19,37.25,0.00192261
11,167.75,0,309,204.625,0.00135803
12,437.25,216.375,12.5,33.375,0.0190125
12,401.75,212.875,13,30.125,0.0123291
12,427.5,210.5,15.5,37.5,0.0113525
12,422.25,208.75,15,33.5,0.00682831
12,432.25,216.625,13.5,32.875,0.00563049
12,395.75,212.625,15,32.375,0.00527191
12,608,226.625,32,108.375,0.001441
12,392.25,206.75,14,34.5,0.0012722
12,416.25,212.25,15.5,30,0.00120068
13,460.75,214,17,39,0.289062
13,468.75,207.5,20,48.75,0.0681763
13,22.5625,210.125,25.25,51.625,0.02211
13,12.1562,208,27.75,46.5,0.0103226
13,208.375,200.75,10.75,27,0.00224304
13,70.75,38,73.25,131.5,0.00125408
13,594.5,265.25,45.5,169.5,0.00104237
14,490.5,219,17,40.25,0.249146
14,23.8125,209.625,23.3125,48.625,0.03479
14,483,210.5,20.5,46.75,0.00728226
14,345,211.875,11,19.25,0.0026207
14,473.25,207.25,23.25,47,0.00212097
14,476.5,211.625,36.5,59.875,0.00209618
14,348.5,212.5,10.5,20,0.00206184
14,453.75,209.875,17.5,47.625,0.0015192
14,21.3438,14.875,78.0312,135.75,0.00118828
14,456.5,209.75,28.5,51,0.00114536
15,529,213.75,24,57,0.328369
