1,378.75,205,47.5,103,0.888184
1,484.75,198.625,41.75,117.625,0.805664
1,212.5,232,30,23.5,0.768555
1,578,201.625,28,85.375,0.73584
1,536.5,200,29,93,0.678711
1,519.5,201.25,41,102.5,0.314453
1,351.5,227.625,15.5,13.125,0.30127
1,556.5,201.75,20,75.5,0.160645
1,571,203.375,26,74.125,0.1026
1,362.25,229,13.5,10.25,0.0472412
1,478.5,196.25,31.5,101,0.0314636
1,0,233.375,9.15625,37.625,0.0300903
1,548,206.125,24,81.875,0.0296021
1,356,230.875,13.5,11.375,0.0290985
1,347.75,228.375,13.5,12.625,0.0288086
1,502,207.625,38,104.875,0.019104
1,209.125,245.5,24.25,19,0.0122528
1,521.5,202.125,24,83.875,0.0109482
1,375.5,198.625,43.5,109.375,0.00989532
1,229.25,233.25,17.75,19.5,0.00917816
1,369,228,12,10.75,0.00860596
1,460,222.125,11,22.375,0.00803375
1,191,238.625,52,24.125,0.00791168
1,320.25,218,17.5,20,0.00650787
1,586.5,207.625,26,98.375,0.00639725
1,398,205.25,34,96,0.00588226
1,330.75,220.375,12,16.75,0.00580215
1,591.5,205.75,19,63.5,0.0052681
1,143.375,246.5,53.75,18.5,0.0052681
1,513.5,204.625,22,64.875,0.00499344
1,536.5,200,29,93,0.004879
1,379.5,203.375,47.5,106.125,0.00487137
1,561.5,213.375,18,50.375,0.00471878
1,364.25,230,13.5,15,0.00421524
1,536.5,200,29,93,0.00414658
1,578.5,214.375,22,51.375,0.0041275
1,207.75,233.5,22.5,21.5,0.00408173
1,580.5,201.25,28,102.5,0.00404739
1,204.5,247.5,20,18,0.00361252
1,482.5,204.125,18.5,67.875,0.00359535
1,371.75,202.25,36.5,86.5,0.00328255
1,370,223.625,23.5,38.625,0.00305176
1,600.5,211.625,16,44.875,0.00300789
1,485.5,198.75,44,119,0.00294685
1,351,188,90,139.5,0.00286484
1,206.375,241.5,30,20.5,0.00260925
1,0,233.375,9.15625,37.625,0.00243759
1,478.25,210.25,17,50.5,0.00234604
1,464,217.25,20.5,41.75,0.00230026
1,210.75,232.5,29,23.5,0.00221825
1,484.75,198.625,41.75,117.625,0.00218773
1,466,220.75,12.5,24.75,0.00214958
1,212.125,231.375,28.375,26.125,0.00199509
1,587,205.75,18,53.25,0.00189304
1,519.5,201.25,41,102.5,0.00180912
1,461.5,215.625,14,26.625,0.00166321
1,451,182.125,92,156.875,0.00163174
1,597,209.125,14,40.875,0.00149441
1,2.78125,232.125,9.375,29.875,0.00147629
1,367.5,221.375,27,42.125,0.00146866
1,220.25,255.25,14,15,0.00146103
1,507.5,207,19,60.75,0.00138569
1,576.5,203.75,26,77,0.00134087
1,362.75,217.625,18,22.25,0.00133514
1,458,219.25,21.5,29.5,0.0013113
1,222.75,231.875,21.25,21.375,0.00128078
1,332.5,218,17,20.75,0.00119591
1,327.5,221.25,11,19.25,0.00107956
1,611,216.125,18,36.375,0.00104809
1,623.5,216.625,11,36.375,0.00103474
1,0,234.5,10.5625,36.5,0.00102329
1,593.5,214.875,28,69.875,0.00100708
2,502,209,103,50,0.916504
2,314.75,213.75,54,99.5,0.855469
2,199,212,44.5,100,0.837402
2,384.5,208.375,41,98.125,0.830566
2,433.5,201.75,35,96.5,0.821289
2,159,231.25,30,22.5,0.74707
2,476,210.125,19,52.875,0.366455
2,222.75,219.5,33,90,0.218994
2,483,213.875,20.5,52.625,0.128662
2,173.625,234.75,19.5,19,0.101562
2,426.5,198,26.5,92.5,0.081665
2,196.875,206.875,44.375,107.625,0.0576782
